,CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
5334,H006 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,1.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5335,H007 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,953.0,4214.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5336,H008 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,29687.0,24715.0,974.0,Lido,0.0,10463.29,0.0,-988.78,0.0,0.0,9474.51,5,2019-05-20
5337,H009 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,36.0,10.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5338,H010 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1542.0,1289.0,43.0,Lido,0.0,420.96,0.0,-39.79,0.0,0.0,381.17,5,2019-05-20
5339,H011 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,35520.0,32911.0,816.0,Lido,0.0,8759.0,0.0,-827.72,0.0,0.0,7931.28,5,2019-05-20
5340,H014 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296969.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,619833.0,552289.0,11039.0,Lido,0.0,118929.8,118929.8,-22650.800000000003,18100.72,0.0,233309.52,5,2019-05-20
5341,H015 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,72.0,2079.0,45.0,Médio,0.0,442.54,442.54,-83.63,0.0,0.0,801.45,5,2019-05-20
5342,H017 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,5516.0,2043.0,764.0,Informado,0.0,8198.1,8198.1,-1549.45,0.0,0.0,14846.75,5,2019-05-20
5343,H018 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2807.0,2541.0,45.0,Lido,0.0,442.54,442.54,-83.63,0.0,0.0,801.45,5,2019-05-20
5344,H019 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5325.0,4803.0,140.0,Lido,0.0,1480.04,1480.04,-279.72,0.0,0.0,2680.36,5,2019-05-20
5345,H020 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,9212.0,7097.0,857.0,Lido,0.0,9201.25,9201.25,-1739.05,0.0,0.0,16663.45,5,2019-05-20
5346,H021 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,4436.0,3539.0,165.0,Informado,0.0,1694.07,1694.07,-320.17,0.0,0.0,3067.97,5,2019-05-20
5347,H023 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,10024.0,8675.0,338.0,Lido,0.0,3603.01,3603.01,-680.97,0.0,0.0,6525.05,5,2019-05-20
5348,H024 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,1.0,318.0,20.0,Informado,0.0,130.0,130.0,-24.57,0.0,0.0,235.43,5,2019-05-20
5349,H025 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,26455.0,22805.0,251.0,Informado,0.0,2664.57,2664.57,-503.6,0.0,0.0,4825.54,5,2019-05-20
5350,H026 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,405.0,140.0,55.0,Lido,0.0,550.4,550.4,-104.03,0.0,0.0,996.77,5,2019-05-20
5351,H027 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,49371.0,44560.0,1159.0,Lido,0.0,12458.81,12458.81,-2354.72,0.0,0.0,22562.9,5,2019-05-20
5352,H028 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1.0,94.0,10.0,Médio,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5353,H029 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,2053.0,2033.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5354,H030 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,14699.0,8846.0,1055.0,Lido,0.0,8406.64,8406.64,-1588.86,0.0,0.0,15224.42,5,2019-05-20
5355,H032 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,12630.0,10542.0,431.0,Lido,0.0,4606.16,4606.16,-870.56,0.0,0.0,8341.76,5,2019-05-20
5356,H033 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,851.0,8078.0,172.0,Lido,0.0,1869.73,1869.73,-353.37,0.0,0.0,3386.09,5,2019-05-20
5357,H034 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,10538.0,8972.0,291.0,Lido,0.0,3096.04,3096.04,-585.15,0.0,0.0,5606.93,5,2019-05-20
5358,H035 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,178.0,52.0,21.0,Lido,0.0,183.66,183.66,-34.71,0.0,0.0,332.61,5,2019-05-20
5359,H037 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,1.0,2.0,8208.0,7453.0,134.0,Lido,0.0,1359.68,1359.68,-256.98,0.0,0.0,2462.38,5,2019-05-20
5360,H038 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296683.0,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1.0,0.0,0.0,0.0,1.0,1056.0,11379.0,238.0,Médio,0.0,2524.35,2524.35,-477.11,0.0,0.0,4571.59,5,2019-05-20
5361,H040 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296691.0,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1.0,0.0,0.0,0.0,1.0,35846.0,32225.0,502.0,Informado,0.0,5372.01,5372.01,-1015.31,0.0,0.0,9728.71,5,2019-05-20
5362,H041 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296810.0,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1.0,0.0,1.0,0.0,2.0,12968.0,12459.0,153.0,Lido,0.0,1638.35,1638.35,-309.65,0.0,0.0,2967.05,5,2019-05-20
5363,H042 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296802.0,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1.0,0.0,0.0,0.0,1.0,9287.0,10000.0,155.0,Informado,0.0,1629.06,1629.06,-307.89,0.0,0.0,2950.23,5,2019-05-20
5364,H043 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,6816860.0,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1.0,0.0,0.0,0.0,1.0,888.0,868.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5365,H044 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296896.0,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1.0,0.0,0.0,0.0,1.0,3226.0,1754.0,221.0,Lido,0.0,2340.98,2340.98,-442.44,0.0,0.0,4239.52,5,2019-05-20
5366,H045 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296772.0,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1.0,0.0,0.0,0.0,1.0,1206.0,1138.0,11.0,Lido,0.0,75.79,75.79,-14.34,0.0,0.0,137.24,5,2019-05-20
5367,H046 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296780.0,Trindade,B10C017966,H046,CASAN,Florianópolis - Trindade,CCB Botânica,1.0,0.0,0.0,0.0,1.0,5213.0,4411.0,81.0,Lido,0.0,830.85,830.85,-157.03,0.0,0.0,1504.67,5,2019-05-20
5368,H047 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296837.0,Trindade,C11C009598,H047,CASAN,Florianópolis - Trindade,NDI e MArquE,1.0,0.0,0.0,0.0,1.0,7853.0,5996.0,202.0,Informado,0.0,2136.03,2136.03,-403.71,0.0,0.0,3868.35,5,2019-05-20
5369,H048 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296764.0,Trindade,C11C001910,H048,CASAN,Florianópolis - Trindade,Centro de Filosofia e Humanas 1,1.0,0.0,0.0,0.0,1.0,26693.0,23163.0,992.0,Informado,0.0,10657.45,10657.45,-2014.27,0.0,0.0,19300.63,5,2019-05-20
5370,H049 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9197478.0,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1.0,0.0,0.0,0.0,1.0,1759.0,12044.0,336.0,Lido,0.0,3581.44,3581.44,-676.9,0.0,0.0,6485.98,5,2019-05-20
5371,H050 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296748.0,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1.0,0.0,0.0,0.0,1.0,495.0,4553.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5372,H051 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296756.0,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,1.0,0.0,5.0,0.0,6.0,1040.0,922.0,60.0,Mínimo,0.0,390.02,390.02,-73.71,0.0,0.0,706.33,5,2019-05-20
5373,H053 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296713.0,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1.0,0.0,0.0,0.0,1.0,10430.0,6720.0,1255.0,Informado,0.0,13494.32,13494.32,-2550.43,0.0,0.0,24438.21,5,2019-05-20
5374,H054 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,6923020.0,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1.0,0.0,0.0,0.0,1.0,9518.0,7295.0,496.0,Lido,0.0,5307.29,5307.29,-1003.08,0.0,0.0,9611.5,5,2019-05-20
5375,H055 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296705.0,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1.0,0.0,1.0,0.0,2.0,357.0,168828.0,3889.0,Lido,0.0,47134.24,0.0,-4454.18,0.0,0.0,42680.06,5,2019-05-20
5376,H056 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296721.0,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1.0,0.0,1.0,0.0,2.0,65648.0,56590.0,1139.0,Informado,0.0,13645.57,13645.57,-2579.0,0.0,0.0,24712.14,5,2019-05-20
5377,H057 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297108.0,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1.0,0.0,0.0,0.0,1.0,109.0,3900.0,10.0,Informado,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5378,H058 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9611070.0,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,931.0,31214.0,310.0,Informado,0.0,3300.98,3300.98,-623.88,0.0,0.0,5978.08,5,2019-05-20
5379,H059 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296675.0,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1.0,0.0,0.0,0.0,1.0,1685.0,1559.0,21.0,Lido,0.0,183.66,183.66,-34.71,0.0,0.0,332.61,5,2019-05-20
5380,H060 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,5329663.0,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1.0,0.0,0.0,0.0,1.0,1809.0,543.0,185.0,Informado,0.0,1952.66,1952.66,-369.05,0.0,0.0,3536.27,5,2019-05-20
5381,H061 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2296870.0,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1.0,0.0,1.0,0.0,2.0,739.0,10512.0,51.0,Lido,0.0,464.4,464.4,-87.77,0.0,0.0,841.03,5,2019-05-20
5382,H062 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,15023672.0,Trindade,C11C010415,H062,CASAN,Florianópolis - Trindade,CFM  Bloco EFI,1.0,0.0,0.0,0.0,1.0,9110.0,5170.0,964.0,Informado,0.0,10355.42,10355.42,-1957.18,0.0,0.0,18753.66,5,2019-05-20
5383,H072 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297167.0,CCA - Itacorubi,B10C017343,H072,CASAN,Florianópolis - Outros,CCA 1,1.0,0.0,0.0,0.0,1.0,13929.0,12918.0,115.0,Lido,0.0,1197.6,0.0,-113.17,0.0,0.0,1084.43,5,2019-05-20
5384,H073 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297175.0,CCA - Itacorubi,A05S578217,H073,CASAN,Florianópolis - Outros,CCA  Estação Experimental de Aquicultura,1.0,0.0,0.0,0.0,1.0,137.0,9724.0,10.0,Informado,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5385,H074 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297183.0,CCA - Itacorubi,C11C010252,H074,CASAN,Florianópolis - Outros,CCA 2,1.0,0.0,0.0,0.0,1.0,11065.0,6381.0,807.0,Lido,0.0,8661.92,0.0,-818.55,0.0,0.0,7843.37,5,2019-05-20
5386,H076 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2297361.0,CCA - Cidade das Abelhas ,A10C001421,H076,CASAN,Florianópolis - Outros,"Cidade das Abelhas  Rod. Virgílio Várzea, 2600",1.0,0.0,0.0,0.0,1.0,24.0,1526.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5387,H081 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2295652.0,SEAD - TV UFSC,B17C002628,H081,CASAN,Florianópolis - Outros,Rua Presidente Coutinho,1.0,0.0,0.0,0.0,1.0,3933.0,1581.0,102.0,Lido,0.0,1057.37,1057.37,-199.85,0.0,0.0,1914.89,5,2019-05-20
5388,H082 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,5716594.0,CCA - Tapera,C11C010040,H082,CASAN,Florianópolis - Outros,CCA Tapera - Fazenda Experimental da Ressacada,1.0,0.0,0.0,0.0,1.0,7596.0,5388.0,519.0,Médio,0.0,5555.38,0.0,-524.98,0.0,0.0,5030.4,5,2019-05-20
5389,H083 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,6997937.0,Casa da Arte,A16S368708,H083,CASAN,Florianópolis - Outros,Casa da Arte,1.0,0.0,0.0,0.0,1.0,185.0,141.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5390,H084 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,9197419.0,CCA - Barra da Lagoa - EMEB-AQI,B11C024230,H084,CASAN,Florianópolis - Outros,LMM Área de produção,1.0,0.0,0.0,0.0,1.0,14786.0,14086.0,253.0,Lido,0.0,2686.15,2686.15,-507.68,0.0,0.0,4864.62,5,2019-05-20
5391,H085 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,12791172.0,SECARTE - Praia do Forte,Y11C048501,H085,CASAN,Florianópolis - Outros,Fortaleza de São José da Ponta Grossa,1.0,0.0,0.0,0.0,1.0,636.0,597.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5392,H086 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,12799408.0,UFSC  Jurerê,Y11C056745,H086,CASAN,Florianópolis - Outros,UFSC  Jurerê,1.0,0.0,0.0,0.0,1.0,222.0,213.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,5,2019-05-20
5393,H087 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,13018540.0,UFSC  Sambaqui,A06S080329,H087,CASAN,Florianópolis - Outros,UFSC  Sambaqui,1.0,0.0,0.0,0.0,1.0,131.0,6253.0,36.0,Médio,0.0,345.46,0.0,-32.64,0.0,0.0,312.82,5,2019-05-20
5394,H088 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2294605.0,Casa Vida e Saúde,Y11C073654,H088,CASAN,Florianópolis - Outros,Casa Vida e Saúde,1.0,0.0,0.0,0.0,1.0,79.0,72.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5395,H089 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2347660.0,CCA - Barra da Lagoa - EMEB-AQI,B17C007633,H089,CASAN,Florianópolis - Outros,"LAPOM, LAPMAR, LCM, LCA",1.0,0.0,0.0,0.0,1.0,6922.0,3814.0,249.0,Lido,0.0,2643.0,2643.0,-499.53,0.0,0.0,4786.47,5,2019-05-20
5396,H090 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,2347679.0,CCA - Barra da Lagoa - EMEB-AQI,A15C030480,H090,CASAN,Florianópolis - Outros,"LMM - Guarita, convivência, oficina e escritórios",1.0,0.0,0.0,0.0,1.0,52.0,10.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,5,2019-05-20
5397,H106 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,14948508.0,CCA - Araquari - Barra do Sul,B11C061116,H106,CASAN,Araquari,Fazenda UFSC/Yakult - Lab. de Camarões Marinhos,1.0,0.0,0.0,0.0,1.0,2018.0,1620.0,21.0,Lido,0.0,183.66,0.0,-17.36,0.0,0.0,166.3,5,2019-05-20
5398,H108 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,0.0,Joinville - Perini B. P.,A15B040774,H108,Condomínio Perini,Joinville,Bloco U - RU LAV,1.0,0.0,0.0,0.0,1.0,1378.0,992.95,93.64,0,0.0,846.64,679.71,0.0,0.0,0.0,1526.35,5,2019-05-20
5399,H109 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,0.0,Joinville - Perini B. P.,F17B900021,H109,Condomínio Perini,Joinville,Bloco O - O1,1.0,0.0,0.0,0.0,1.0,1172.0,2487.0,89.0,0,0.0,807.54,646.03,0.0,0.0,0.0,1453.57,5,2019-05-20
5400,H110 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,0.0,Joinville - Perini B. P.,F17B900028,H110,Condomínio Perini,Joinville,Bloco U - RU,1.0,0.0,0.0,0.0,1.0,2436.0,1465.34,168.2,0,0.0,1526.16,1220.93,0.0,0.0,0.0,2747.09,5,2019-05-20
5401,H111 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,0.0,Joinville - Perini B. P.,C16UB020205,H111,Condomínio Perini,Joinville,Bloco U - U,1.0,0.0,0.0,0.0,1.0,1681.0,4618.49,406.03,0,0.0,3684.11,2947.29,0.0,0.0,0.0,6631.4,5,2019-05-20
5402,H200 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,15431797.0,Centro,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,0.0,0.0,0.0,1.0,2783.0,2166.0,87.0,Lido,0.0,895.57,0.0,-84.63999999999999,0.0,0.0,810.93,5,2019-05-20
5403,H300 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,196916.0,Araranguá,A15L279126,H300,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Mato Alto,1.0,0.0,0.0,0.0,1.0,1887.0,1578.0,46.0,Lido,0.0,390.8,0.0,0.0,0.0,0.0,390.8,5,2019-05-20
5404,H301 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,104043.0,Araranguá,A14S540581,H301,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Campo de Futebol,1.0,0.0,0.0,0.0,1.0,0.0,648.0,10.0,Lido,0.0,61.78,0.0,0.0,0.0,0.0,61.78,5,2019-05-20
5405,H401 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,38988.0,Blumenau,A12S141289,H401,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2750",1.0,0.0,0.0,0.0,1.0,508.0,4464.0,149.0,Lido,0.0,870.91,1012.66,-95.7,0.0,0.0,1787.87,5,2019-05-20
5406,H402 2019 maio,Medidor faturado pela UFSC,2019.0,Maio,55308.0,Blumenau,Y17AA00025980,H402,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2514",1.0,0.0,0.0,0.0,1.0,903.0,616.0,50.0,Lido,0.0,272.95,317.18,-29.97,0.0,0.0,560.16,5,2019-05-20
5407,H001 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1265.0,1050.0,34.0,Lido,0.0,323.88,0.0,-30.62,0.0,0.0,293.26,4,2019-04-20
5408,H002 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5834.0,5570.0,86.0,Lido,0.0,841.92,0.0,-79.56,0.0,0.0,762.36,4,2019-04-20
5409,H003 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,17800.0,15570.0,276.0,Lido,0.0,2934.24,0.0,-277.28,0.0,0.0,2656.96,4,2019-04-20
5410,H004 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2706.0,1802.0,250.0,Informado,0.0,2653.79,0.0,-250.78,0.0,0.0,2403.01,4,2019-04-20
5411,H005 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19716.0,19073.0,142.0,Informado,0.0,1488.84,0.0,-140.7,0.0,0.0,1348.14,4,2019-04-20
5412,H006 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,1.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
5413,H007 2019 abril,Medidor faturado pela UFSC,2019.0,Abril,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,953.0,4214.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,4,2019-04-20
